165,161,112
48,44,49
5,3,3
63,83,130
58,56,22
61,114,171
165,161,112
15,14,0
163,179,232
135,137,91
168,163,124
179,176,131
0,21,127
48,49,33
105,106,50
55,112,174
82,81,30
163,161,113
133,135,93
51,77,59
29,30,14
199,197,162
76,75,41
158,161,112
191,189,141
180,180,134
105,93,105
121,159,224
132,136,100
50,100,158
150,149,93
181,114,183
127,125,85
14,13,3
54,54,14
50,91,136
101,102,46
186,184,144
199,197,163
129,133,92
130,165,228
149,154,109
150,186,255
172,189,232
176,177,133
98,144,221
146,148,96
162,178,224
85,85,31
6,255,255
138,140,88
84,93,131
40,89,67
89,28,14
133,135,93
98,144,221
150,153,107
120,120,120
201,200,162
74,76,30
16,14,3
60,61,22
70,120,178
106,82,254
199,197,163
162,178,225
165,164,114
70,121,177
151,189,253
97,100,50
53,57,22
91,69,248
75,75,45
47,46,26
57,79,144
153,165,231
163,179,225
164,163,113
91,89,35
62,129,120
147,189,255
4,3,0
41,40,6
134,137,92
75,67,27
174,173,129
168,186,227
149,146,95
9,4,5
145,185,250
68,70,28
96,143,224
182,179,135
171,167,119
170,169,119
199,125,69
60,61,21
21,22,2
78,84,127
111,112,56
147,190,253
165,165,117
200,198,163
167,163,114
255,255,245
52,53,13
118,149,210
4,1,3
181,181,133
164,165,115
176,190,238
186,183,138
163,161,113
23,45,117
29,29,5
18,22,147
157,161,126
169,168,118
172,171,121
202,200,165
199,197,162
18,41,27
94,91,40
117,116,58
72,70,46
186,185,141
16,17,0
173,168,123
155,158,113
118,158,210
128,131,99
164,162,114
61,63,27
174,172,124
1,5,0
69,71,25
199,198,160
120,127,152
172,172,124
98,99,43
157,161,126
55,56,22
168,168,120
181,153,136
164,162,114
69,71,25
164,163,113
85,87,35
53,55,19
68,70,24
223,223,223
163,161,113
170,172,136
173,170,125
124,157,226
159,160,126
0,185,0
181,176,131
163,163,115
149,186,255
198,198,152
1,1,1
117,159,212
184,183,139
140,139,88
143,145,93
164,162,114
113,135,170
171,169,121
178,178,132
58,104,158
124,161,219
182,179,135
125,121,103
164,162,114
178,176,128
144,146,94
168,166,118
100,152,222
163,161,107
194,195,153
108,152,205
136,137,87
165,164,114
41,100,156
184,182,141
180,179,135
133,133,73
104,147,214
153,156,107
179,177,129
201,200,162
201,200,162
103,159,230
151,152,102
83,82,61
163,161,113
196,195,161
151,154,105
7,7,0
246,251,254
179,177,129
58,46,200
53,93,141
201,200,162
165,163,115
0,139,106
112,150,208
178,178,130
199,197,162
140,140,86
199,197,163
62,62,22
82,52,205
52,53,19
20,17,2
54,58,17
165,164,114
33,33,3
53,53,17
167,178,228
189,190,151
133,131,101
181,181,135
182,180,132
139,140,231
205,204,170
62,124,188
55,102,255
40,219,246
16,15,11
181,178,133
128,130,184
247,249,249
170,169,119
108,94,106
58,56,45
147,186,254
199,198,160
196,195,157
49,88,140
201,200,162
142,139,194
72,88,125
125,0,127
122,160,214
200,199,161
136,134,80
179,176,131
187,184,146
175,171,123
145,146,96
21,17,0
130,169,221
179,176,132
20,15,6
202,201,163
242,204,172
248,250,250
131,131,131
112,150,214
163,162,112
172,171,121
117,155,227
82,53,216
181,180,136
130,154,214
117,151,221
74,74,58
52,56,20
184,184,138
4,3,5
177,174,129
153,160,123
143,83,101
157,176,233
177,175,127
184,182,141
52,53,14
176,174,126
132,131,247
63,68,29
150,187,245
177,176,126
148,153,108
138,142,93
123,163,222
159,158,107
13,255,255
52,56,21
151,195,254
54,36,213
173,171,123
124,98,82
79,255,252
58,61,12
137,172,222
222,155,158
157,161,126
178,175,131
139,142,87
94,68,245
181,180,136
191,204,250
164,162,114
138,138,90
174,170,122
179,180,138
185,183,135
77,80,35
176,174,126
255,253,184
44,48,13
49,55,20
146,188,255
56,102,149
50,19,180
123,118,73
44,87,74
81,51,200
136,140,91
109,108,50
151,156,111
3,4,0
200,198,163
124,127,182
104,106,60
14,13,3
175,173,125
163,163,115
32,33,17
182,182,136
54,58,23
109,217,241
112,114,62
174,172,124
194,90,115
0,1,0
37,38,6
240,140,175
196,195,157
171,170,119
91,69,248
141,141,87
173,172,122
117,116,58
32,33,7
113,146,215
255,255,249
52,53,13
126,151,177
89,95,148
135,176,225
179,176,132
53,54,20
198,198,158
56,59,20
99,127,187
15,14,4
51,56,17
75,116,195
158,176,237
177,174,129
185,166,145
58,166,90
155,159,118
172,171,121
46,101,152
141,139,85
40,41,9
172,187,233
1,2,0
88,88,64
191,192,148
58,116,245
161,160,109
164,163,113
181,176,131
28,30,18
172,170,122
50,49,15
128,133,132
197,195,160
111,149,203
4,3,0
199,197,162
146,186,251
200,198,163
140,139,81
196,195,157
173,172,122
200,198,163
45,46,12
62,67,22
164,162,114
195,194,160
198,196,162
163,161,107
115,114,56
172,171,121
182,177,144
200,198,163
180,177,132
183,180,136
226,103,69
14,14,0
63,64,24
162,178,231
189,171,118
157,160,128
151,188,250
40,0,144
120,154,213
198,198,158
179,177,129
223,207,194
176,173,128
191,185,142
121,156,212
176,175,131
165,163,115
93,96,41
165,163,115
172,169,124
117,115,61
186,187,145
54,55,21
67,160,69
168,166,112
47,89,142
179,177,129
187,204,253
12,12,12
167,166,116
152,189,227
142,140,86
152,155,106
52,24,231
253,255,254
142,168,234
98,148,224
200,198,158
82,79,41
72,75,30
163,164,114
10,9,5
178,176,128
184,201,250
192,191,153
155,173,220
138,139,89
56,59,20
190,191,147
244,234,224
167,183,226
174,172,124
35,37,7
130,133,188
182,179,134
199,197,162
153,123,42
113,115,56
175,174,124
136,139,90
197,195,160
61,121,191
66,101,87
107,112,57
198,198,158
161,161,113
4,2,1
165,164,113
50,32,169
34,15,232
163,163,115
158,163,118
157,159,113
48,88,136
148,180,229
197,195,161
175,172,134
54,81,215
164,162,114
113,215,210
64,129,198
25,74,54
174,171,126
179,176,131
164,162,114
17,13,2
108,98,111
13,10,5
150,152,100
173,189,236
159,179,236
94,129,193
197,197,157
106,67,169
96,134,198
132,135,90
184,183,139
149,147,93
206,215,255
72,74,55
69,71,25
178,175,131
77,76,26
155,156,122
41,24,58
88,86,32
201,200,162
212,220,255
88,200,236
0,2,173
4,0,72
142,141,85
147,186,254
150,95,218
136,157,219
35,34,8
116,115,65
157,193,255
67,70,38
167,165,111
166,180,233
48,18,225
6,0,198
16,10,3
65,98,77
196,195,157
19,22,0
188,187,153
104,154,220
136,138,96
157,194,255
54,79,143
90,86,37
149,151,99
34,38,19
31,31,17
179,177,129
121,167,214
182,179,141
53,54,20
168,168,120
62,62,22
64,79,142
182,177,132
144,186,245
153,152,94
19,16,2
182,179,135
158,161,122
200,197,152
157,155,101
1,249,255
0,184,0
179,174,129
53,95,142
73,68,53
116,114,74
109,64,51
95,13,1
191,192,150
20,17,2
141,140,82
40,40,24
46,89,132
58,25,236
163,197,255
199,197,162
155,159,107
164,163,113
119,64,49
160,162,120
126,125,67
37,40,8
61,84,132
196,194,159
177,176,142
133,25,138
154,154,108
71,93,134
200,198,163
125,157,228
49,124,198
139,178,230
255,128,0
117,71,160
55,109,170
1,135,105
69,71,52
133,160,227
188,186,146
144,143,87
180,179,135
61,59,11
124,108,161
21,19,1
61,128,189
129,165,229
180,179,135
55,56,17
163,163,117
10,7,2
173,144,93
171,170,119
108,21,101
168,181,225
114,226,248
85,132,213
153,192,254
56,61,22
182,179,135
117,159,212
143,141,87
130,155,229
184,183,139
199,197,162
167,163,115
16,16,0
20,20,4
172,165,116
87,89,43
98,161,135
92,98,151
69,126,187
116,151,217
4,2,1
255,128,0
145,143,89
58,60,24
100,148,220
72,72,24
189,188,144
3,7,0
150,152,100
4,19,151
0,0,1
3,4,0
149,187,251
96,146,218
14,13,3
97,137,202
53,53,17
185,183,142
172,172,126
11,9,1
124,162,220
197,196,158
164,171,226
138,138,90
201,200,162
172,183,235
158,194,254
34,90,139
199,197,162
200,199,201
177,174,123
167,181,234
124,157,226
48,64,123
53,54,20
197,196,158
42,94,154
48,90,135
112,159,227
189,190,146
153,156,107
34,78,65
173,172,122
174,173,123
124,161,223
173,169,128
103,152,226
176,174,120
70,73,27
186,184,143
46,35,21
17,14,0
204,202,168
122,123,179
90,90,36
3,6,4
200,198,163
152,159,176
197,195,161
20,17,3
42,43,11
91,66,246
125,167,220
55,56,22
19,16,2
189,149,250
165,163,115
55,58,9
200,197,159
172,172,132
199,197,162
