0.25943,5.0097,-5.0394,-6.3862,1
-3.5713,-12.4922,14.8881,-0.47026999999999997,1
-0.21888000000000002,-2.2038,-0.0954,0.56421,1
3.8384,6.1851,-2.0439,-0.033204000000000004,-1
0.74841,7.2756,1.1504,-0.5388,-1
-0.33729000000000003,-0.64976,7.6659,0.72326,-1
-2.0042,-9.3676,9.3333,-0.10303,1
-0.025314,-0.17382999999999998,-0.11339,1.2198,1
-2.2482,3.0915,-2.3969,-2.6711,1
0.32924000000000003,-4.4552,4.5718,-0.9888,-1
-1.7279,-6.841,8.9494,0.68058,1
0.11032,1.9741,-3.3668,-0.65259,1
5.1129,-0.49871000000000004,0.62863,1.1189,-1
-2.7264,3.9213,-0.49212,-3.6371,1
-0.61442,-0.091058,-0.31818,0.5021399999999999,1
0.3292,-4.4552,4.5718,-0.9888,-1
-2.0441,1.2271,0.18564,-1.091,1
0.67886,4.1199,-4.569,-4.1414,1
2.8209,7.3108,-0.81857,-1.8784,-1
5.0452,3.8964,-1.4304,0.8629100000000001,-1
2.0007,1.8644,2.6491,0.47368999999999994,-1
-2.3147,3.6668,-0.6969,-1.2474,1
2.5227,2.2369,2.7236,0.79438,-1
3.534,9.3614,-3.6316,-1.2461,-1
-0.8954200000000001,2.0279,-2.3652,-1.2746,1
-1.8439,-8.6475,7.6796,-0.66682,1
4.2969,7.617000000000001,-2.3874,-0.9616399999999999,-1
-4.4996,3.4288,0.56265,-1.1672,1
0.5415,6.0319,1.6825,-0.46121999999999996,-1
-0.4294,-0.14693,0.044265,-0.15605,1
3.4667,-4.0724,4.2882,1.5418,-1
-1.3995,-1.9162,2.5154,0.59912,1
3.82,10.9279,-4.0112,-5.0284,-1
4.0329,0.23175,0.8908200000000001,1.1823,-1
2.483,6.6155,-0.79287,-0.9086299999999999,-1
-0.55648,3.2136,-3.3085,-2.7965,1
-0.7784800000000001,3.4019,-3.4859,-3.5569,1
-2.2804,-0.30626,1.3347,1.3763,1
-1.7322,-9.2828,7.718999999999999,-1.7168,1
-0.8734,1.6533,-2.1964,-0.78061,1
-4.9462,3.5716,0.82742,-1.4957,1
-2.5919,-1.0553,3.8949,0.77757,1
-1.3612,10.694,1.7022,-2.9026,-1
2.9571,-4.5938,5.9068,0.57196,-1
-1.4572,9.1214,1.7425,-5.1241,-1
3.3669,-5.1856,3.6935,-1.1427,-1
5.7227,5.8312,-2.4097,-0.24527,-1
-2.5084,-0.22763000000000003,1.4880000000000002,1.2069,1
5.086,3.2798,-1.2701,1.1189,-1
2.6719,3.0646,0.37158,0.58619,-1
4.65,-4.8297,3.4553,-0.25174,-1
-2.5899,-0.3911,0.93452,0.42972,1
-4.0218,-8.304,12.555,-1.5099,1
0.5706,-0.0248,1.2421,-0.5621,-1
-4.2887,-7.8633,11.8387,-1.8978,1
0.24394000000000002,1.4733,-1.4192,-0.58535,1
-0.6987899999999999,-3.3771,4.1211,1.5043,1
-5.2943,-5.1463,10.3332,-1.1181,1
-2.4725,-0.40145,1.4855,1.1189,1
2.031,1.8519999999999999,-3.0121,0.003003,1
0.5195,-3.2633,3.0895,-0.9849,-1
-2.1802,3.3791,-1.2256,-2.6621,1
2.0193,0.8235600000000001,4.6369,1.4202,-1
2.4196,6.4665,-0.75688,0.228,-1
-0.90784,-7.9026,6.7807,0.34179,1
3.583,-3.7971,3.4391,-0.12500999999999998,-1
3.9771,11.1513,-3.9272,-4.3444,-1
2.0139,6.1416,0.37929,0.56938,-1
-2.0631,-1.5147,1.219,0.44523999999999997,1
-1.2369,-1.6906,2.5180000000000002,0.51636,1
0.5706,-0.0248,1.2421,-0.5621,-1
1.2198,2.0982,-3.1954,0.12843,1
0.39559,6.8866,1.0588,-0.67587,-1
1.3114,4.5462,2.2935,0.22541,-1
0.96414,5.6160000000000005,2.2138,-0.12500999999999998,-1
-0.7869,9.5663,-3.7867,-7.5034,-1
-1.7064,3.3088,-2.2829,-2.1978,1
-2.3518,-4.8359,6.6479,-0.060358,1
1.7452,4.8028,2.0878,0.62627,-1
-0.37013,-5.553999999999999,4.7749,1.547,1
-0.26654,-0.64562,-0.42013999999999996,0.89136,1
0.7049,0.17174,-1.7859,0.36119,1
-2.2918,-7.257000000000001,7.9597,0.9211,1
-2.6479,10.1374,-1.331,-5.4707,-1
-0.49241,0.89392,-1.6283,-0.5685399999999999,1
3.8846,-3.0336,2.5334,0.20214000000000001,-1
-6.2003,8.6806,0.009134399999999999,-3.7030000000000003,1
-1.005,0.08483099999999999,-0.2462,0.45688,1
-2.9786,2.3445,0.52667,-0.40173000000000003,1
-4.6765,-5.6636,10.969000000000001,-0.33449,1
-1.5951,-6.572,4.7689,-0.9435399999999999,1
2.5678,3.5136,0.61406,-0.40691,-1
1.0987,0.6394,5.989,-0.58277,-1
0.93584,8.8855,-1.6831,-1.6599,-1
-3.3793,-13.7731,17.9274,-2.0323,1
3.2414,0.40971,1.4015,1.1952,-1
0.49665,5.527,1.7785,-0.47156000000000003,-1
-2.4953,11.1472,1.9353,-3.4638,-1
3.1088,3.1122,0.80857,0.4336,-1
-2.7338,0.45523,2.4391,0.21766,1
0.74054,0.36625,2.1992,0.48403,-1
4.3937,0.35798,2.0416,1.2004,-1
-0.2361,9.3221,2.1307,-4.3793,-1
-1.3968,-9.6698,9.4652,-0.34872,1
0.90407,3.3708,-4.4987,-3.6965,1
-2.659,-1.6058,1.3647,0.16464,1
-0.81479,-5.7381,4.3919,0.3211,1
-0.24745,1.9368,-2.4697,-0.80518,1
3.2692,3.4184,0.20706,-0.066824,-1
-2.0659,1.0512,-0.46298,-1.0974,1
-3.8552,3.5219,-0.38415,-3.8608,1
-0.65767,-2.8018,3.7115,0.99739,1
5.2418,10.5388,-4.1174,-4.2797,-1
1.3566,4.2358,2.1341,0.3211,-1
1.8314,6.3672,-0.036278,0.049554,-1
5.1731,3.9606,-1.983,0.40774,-1
-0.27068000000000003,3.2674,-3.5562,-3.0888,1
-2.8989999999999996,-0.60424,2.6045,1.3776,1
4.2475,1.4816,-0.48355,0.9534299999999999,-1
-1.7479,-5.8229999999999995,5.8699,1.212,1
3.7321,-3.884,3.3577,-0.0060486,-1
-0.56877,1.4174,-1.4252,-1.1246,1
2.229,9.6325,-3.1123,-2.7164,-1
-1.9983,-6.6072,4.8254,-0.41984,1
0.062525,2.9301,-3.5467,-2.6737,1
-2.3142,2.0838,-0.46813,-1.6767,1
0.74428,-3.7723,1.6131,1.5754,1
4.1373,0.49248000000000003,1.093,1.8276,-1
-0.7869,9.5663,-3.7867,-7.5034,-1
4.8077,2.2327,-0.26334,1.5534,-1
1.2262,0.89599,5.7568,-0.11596,-1
-2.1652,3.0211,-2.4132,-2.4241,1
-3.9204,4.0723,-0.23678000000000002,-2.1151,1
-0.16108,-6.4624,8.3573,-1.5216,-1
-1.8187,-9.0366,9.0162,-0.12243,1
-0.40857,3.0977,-2.9607,-2.6892,1
0.95626,2.4728,4.4578,0.21636,-1
-1.4275,11.8797,0.41613,-6.9978,-1
1.3349,6.1189,0.46497,0.49826000000000004,-1
-2.121,-0.05587999999999999,1.949,1.3530000000000002,1
0.85574,0.0082678,6.6042,-0.53104,-1
-6.7526,8.8172,-0.061983,-3.725,1
0.26516999999999996,2.4066,-2.8416,-0.59958,1
1.2572,4.8731,-5.2861,-5.8741,1
-2.5639999999999996,-1.7051,1.5026,0.32757,1
-3.5933,0.22968000000000002,0.7126,-0.3332,1
2.5989,3.5178,0.7623,0.81119,-1
3.7352,9.5911,-3.9032,-3.3487,-1
2.6682,10.216000000000001,-3.4414,-4.0069,-1
3.3848,3.2674,0.9096700000000001,0.25128,-1
-1.4106,-7.108,5.6454,0.31335,1
4.0405,0.5152399999999999,1.0279,1.1059999999999999,-1
3.7439999999999998,0.79459,0.9585100000000001,1.0077,-1
-3.6012,-6.5389,10.5234,-0.48967,1
4.1962,0.74493,0.8325600000000001,0.753,-1
-1.9966,-9.5001,9.682,-0.12889,1
5.032,8.2026,-2.6256,-1.0341,-1
0.64215,3.1287,4.2933,0.6469600000000001,-1
2.8033,9.0862,-3.3668,-1.0224,-1
4.2188,6.8162,-1.2804,0.76076,-1
2.4287,9.3821,-3.2477,-1.4543,-1
-0.23356,3.2405,-3.0669,-2.7784,1
-2.9138,-9.4711,9.7668,-0.60216,1
-0.539,-5.167000000000001,3.4399,0.052141,1
1.2138,8.7986,-2.1672,-0.74182,-1
-2.0891,-0.48422,1.704,1.7435,1
1.7819,6.9176,-1.2744,-1.5759,-1
2.3164,-2.628,3.1529,-0.08622,-1
3.931,1.8541,-0.023425,1.2314,-1
0.7057,-5.4981,8.3368,-2.8715,-1
-3.5637,-8.3827,12.392999999999999,-1.2823,1
-0.78689,9.5663,-3.7867,-7.5034,-1
-0.17296,-1.1816,1.3818,0.7336,1
-5.0477,-5.8023,11.244000000000002,-0.3901,1
-1.9881,0.99945,-0.28562,-0.70044,1
0.77445,9.0552,-2.4089,-1.3884,-1
1.0135,8.4551,-1.672,-2.0815,-1
-0.6907800000000001,-0.5007699999999999,-0.35417,0.47498,1
-0.96511,9.4111,1.7305,-4.8629,-1
2.6648,10.754000000000001,-3.3994,-4.1685,-1
-3.0866,-6.6362,10.5405,-0.8918200000000001,1
-4.2333,4.9166,-0.49212,-5.3207,1
1.594,4.7055,1.3758,0.08188200000000001,-1
-0.278,8.1881,-3.1338,-2.5276,-1
-4.3667,6.0692,0.57208,-5.4668,1
-2.4604,12.7302,0.91738,-7.6418,-1
-3.1158,-8.6289,10.4403,0.9715299999999999,1
1.8238,-6.7748,8.3873,-0.5413899999999999,-1
-2.8957,-12.0205,11.9149,-2.7552,1
-2.2173,1.4671,-0.7268899999999999,-1.1724,1
0.49571000000000004,10.2243,-1.097,-4.0159,-1
2.549,6.1499,-1.1605,-1.2371,-1
1.7331,3.9544,-4.7412,-2.5017,1
-2.2677,3.2964,-2.2563,-2.4642,1
-1.3659999999999999,0.18416,0.9053899999999999,1.5806,1
2.2504,3.5757,0.35273000000000004,0.2836,-1
1.4501,3.6067,-4.0557,-1.5966,1
2.8237,2.8597,0.19677999999999998,0.57196,-1
0.12125999999999999,0.22346999999999997,-0.47326999999999997,0.97024,1
4.1736,3.3336,-1.4244,0.60429,-1
5.591,10.4643,-4.3839,-4.3379,-1
3.4776,8.811,-3.1886,-0.92285,-1
1.2746,8.8172,-1.5323,-1.7957,-1
-2.4473,12.6247,0.73573,-7.6612,-1
-1.8356,-6.7562,5.0585,-0.5504399999999999,1
0.5623199999999999,1.0015,-2.2726,-0.0060486,1
0.64295,7.1018,0.3493,-0.41336999999999996,-1
3.7758,7.1783,-1.5195,0.40128,-1
5.4021,3.1039,-1.1536,1.5651,-1
0.66365,-0.045533,-0.18794,0.23446999999999998,1
-1.5075,1.9224,7.1466,0.89136,-1
1.8216,-6.4748,8.0514,-0.41855,-1
1.3234,3.2964,0.2362,-0.11984000000000002,-1
-1.0292,-6.3879,5.5255,0.79955,1
2.614,8.0081,-3.7258,-1.3069,-1
-0.21661,8.0329,1.8848,-3.8853,-1
-2.7769,-5.6967,5.9179,0.37671,1
-6.1536,7.9295,0.61663,-3.2646,1
1.5799,-4.7076,7.9186,-1.5487,-1
4.0713,10.4023,-4.1722,-4.7582,-1
-1.5877,-6.6072,5.8022,0.31593000000000004,1
4.9264,5.496,-2.4774,-0.50648,-1
-0.36279,8.2895,-1.9213,-3.3332,-1
-2.234,-7.0314,7.4936,0.61334,1
0.59823,3.5012,-3.9795,-1.7841,1
-1.5572,-9.8808,8.1088,-1.0806,1
-2.5373,-6.959,8.8054,1.5289,1
4.6689,1.3098,0.055403999999999995,1.909,-1
3.8023,-3.8696,4.044,0.9534299999999999,-1
0.74521,3.6357,-4.4044,-4.1414,1
-1.6988,-7.1163,5.7902,0.16723,1
-1.5219999999999998,-6.6383,5.7491,-0.10690999999999999,1
6.5633,9.8187,-4.4113,-3.2258,-1
1.5077,1.9596,-3.0584,-0.12243,1
2.9499,2.2493,1.3458,-0.037083,-1
-2.6479,10.1374,-1.331,-5.4707,-1
-0.014902,-1.0243,-0.94024,0.64955,1
-2.8391,-6.63,10.4849,-0.42113,1
-0.8940899999999999,3.1991,-1.8219,-2.9452,1
2.2091,7.4556,-1.3284,-3.3021,-1
1.4378,0.66837,-2.0267,1.0271,1
2.565,8.633,-2.9941,-1.3082,-1
2.7831,10.9796,-3.557,-4.4039,-1
2.1948,1.3781,1.1582,0.85774,-1
3.9364,10.5885,-3.725,-4.3133,-1
1.4276,8.3847,-2.0995,-1.9677,-1
1.3049,-0.15521,6.4911,-0.75346,-1
3.577,2.4004,1.8908,0.73231,-1
-0.30432,2.6528,-2.7756,-0.65647,1
-4.1409,3.4619,-0.47841000000000006,-3.8879,1
4.0524,5.6802,-1.9693,0.026279000000000004,-1
4.2899,9.1814,-4.6067,-4.3263,-1
