@RELATION banknoteAuth_train2


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE class REAL


@DATA
0.77765,5.9781,1.1941,-0.3526,-1
-0.3481,-0.38695999999999997,-0.47841000000000006,0.62627,1
-3.0265,-0.062088,0.68604,-0.055186,1
2.8969,0.70768,2.29,1.8663,-1
4.3634,0.46351000000000003,1.4281,2.0202,-1
-1.5252,-6.2534,5.3524,0.59912,1
4.5447,8.2274,-2.4166,-1.5875,-1
-6.651,6.7934,0.68604,-7.5887,1
-4.5531,-12.5854,15.4417,-1.4983,1
1.9265,7.7557,-0.16823,-3.0771,-1
0.051979,7.0521,-2.0541,-3.1508,-1
4.8906,-3.3584,3.4202,1.0905,-1
-0.10647999999999999,-0.76771,7.7575,0.64179,-1
4.2772,2.4955,0.48553999999999997,0.36119,-1
-4.0173,-8.3123,12.4547,-1.4375,1
-0.36506,2.8928,-3.6461,-3.0603,1
-0.023579,7.1742,0.78457,-0.75734,-1
-3.1273,-7.1121,11.3897,-0.083634,1
-5.0676,-5.1877,10.4266,-0.86725,1
3.1377,-4.1096,4.5701,0.9896299999999999,-1
4.3435,3.3295,0.83598,0.64955,-1
0.38478,6.5989,-0.3336,-0.56466,-1
-2.286,-5.4484,5.8039,0.88231,1
3.359,9.8022,-3.8209,-3.7133,-1
-2.4621,2.7645,-0.62578,-2.8573,1
-0.13144,-1.7775,8.3316,0.35214,-1
3.5152,6.8224,-0.67377,-0.46898,-1
-2.3898,-0.78427,3.0141,0.76205,1
-0.38214000000000004,8.3909,2.1624,-3.7405,-1
4.9249,0.68906,0.77344,1.2095,-1
-2.8829,3.8964,-0.1888,-1.1672,1
-1.1391,1.8127,6.9144,0.70127,-1
-0.036127,1.525,-1.4089,-0.76121,1
-6.3364,9.2848,0.014275,-6.7844,1
5.4188,10.1457,-4.084,-3.6991,-1
-1.5322,-5.0966,6.6779,0.17498,1
6.0919,2.9673,-1.3267,1.4551,-1
3.6582,5.6864,-1.7157,-0.23751,-1
3.1219,-3.137,1.9259,-0.37458,-1
-0.048007999999999995,-0.5607800000000001,7.7215,0.45299999999999996,-1
-3.7244,1.9037,-0.035421,-2.5095,1
-2.41,3.7433,-0.40215,-1.2953,1
2.8672,10.0008,-3.2049,-3.1095,-1
2.1881,2.7356,1.3278,-0.1832,-1
1.9340000000000002,-9.2828e-06,4.816,-0.33966999999999997,-1
-2.0285,3.8468,-0.63435,-1.175,1
4.6054,-4.0765,2.7587,0.31981,-1
3.7635,2.7811,0.6611899999999999,0.34179,-1
2.9543,1.0759999999999998,0.64577,0.89394,-1
2.3969,0.23589000000000002,4.8477,1.4369999999999998,-1
1.0117,0.9022,-2.3506,0.42713999999999996,1
2.4235,9.5332,-3.0789,-2.7746,-1
0.3292,-4.4552,4.5718,-0.9888,-1
-2.4365,3.6026,-1.4166,-2.8948,1
-2.1979,-2.1252,1.7151,0.45171000000000006,1
2.5559,3.3605,2.0321,0.26809,-1
1.0607,2.4542,2.5188,-0.17027,-1
1.7619999999999998,4.3682,2.1384,0.75429,-1
3.9382,0.9291,0.7854300000000001,0.6767,-1
2.6946,6.7976,-0.40301,0.44911999999999996,-1
1.3419,-4.4221,8.09,-1.7349,-1
-1.5449,-10.1498,9.6152,-1.2332,1
1.2279,4.0309,-4.6435,-3.9125,1
4.6499,7.6336,-1.9427,-0.37458,-1
1.7939,-1.1174,1.5454,-0.26079,-1
-0.9171799999999999,9.9884,1.1804,-5.2263,-1
-3.9934,5.8333,0.54723,-4.9379,1
-2.62,-6.8555,6.2169,-0.62285,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.2846,3.2715,-1.7671,-3.2608,1
3.4359,0.6621600000000001,2.1041,1.8922,-1
0.9297,-3.7971,4.6429,-0.2957,-1
1.8994,0.97462,4.2265,0.81377,-1
-1.8554,-9.6035,7.7764,-0.97716,1
1.2309,3.8923,-4.8277,-4.0069,1
-2.7143,11.4535,2.1092,-3.9629,-1
0.83625,1.1071,-2.4706,-0.062945,1
4.3846,-4.8794,3.3662,-0.029324,-1
-0.77288,-7.4473,6.492000000000001,0.36119,1
1.1558,6.4003,1.5506,0.6961,-1
1.1588,8.9331,-2.0807,-1.1272,-1
-3.2305,-7.2135,11.6433,-0.9461299999999999,1
2.3925,9.798,-3.0361,-2.8224,-1
0.040498,8.5234,1.4461,-3.9306,-1
4.3398,-5.3036,3.8803,-0.70432,-1
0.87256,9.2931,-0.7843,-2.1978,-1
3.4465,2.9508,1.0271,0.5461,-1
0.86736,5.5643,1.6765,-0.16769,-1
-4.211,-12.4736,14.9704,-1.3884,1
-5.525,6.3258,0.8976799999999999,-6.6241,1
-3.1875,-7.5756,11.8678,-0.57889,1
-2.0545,-10.8679,9.4926,-1.4116,1
1.8592,3.2074,-0.15966,-0.26208000000000004,-1
0.52855,0.9642700000000001,4.0243,-1.0483,-1
3.9294,1.4112,1.8076,0.8978200000000001,-1
-3.7747,2.5162,0.83341,-0.30993000000000004,1
-3.2238,2.7935,0.32274,-0.8607799999999999,1
-4.5046,-5.8126,10.8867,-0.52846,1
4.7181,10.0153,-3.9486,-3.8582,-1
-1.0802,2.1996,-2.5862,-1.2759,1
-4.244,-13.0634,17.1116,-2.8017,1
-3.0193,1.7775,0.73745,-0.45346000000000003,1
-1.4094,-2.1252,-0.10397,-0.19225,1
0.3292,-4.4552,4.5718,-0.9888,-1
3.5127,2.9073,1.0579,0.40774,-1
-1.0744,-6.3113,5.355,0.80472,1
-1.6514,-8.4985,9.1122,1.2379,1
1.9429,6.3961,0.092248,0.58102,-1
0.31803000000000003,-0.99326,1.0947,0.8861899999999999,1
3.9232,-3.2467,3.4579,0.83705,-1
-1.7559,11.9459,3.0946,-4.8978,-1
-4.8554,-5.9037,10.9818,-0.82199,1
5.8862,5.8747,-2.8167,-0.30086999999999997,-1
2.5068,1.1588,3.9249,0.12585,-1
-2.2183,-1.254,2.9986,0.36378,1
4.3365,-3.5839999999999996,3.6884,0.74912,-1
0.96441,5.8395,2.3235,0.066365,-1
-1.1193,10.7271,2.0938,-5.6504,-1
0.23874,2.0879,-3.3522,-0.6655300000000001,1
1.1518,1.3864,5.2727,-0.43536,-1
-4.0786,2.9239,0.87026,-0.65389,1
2.2429,-4.1427,5.2333,-0.40173000000000003,-1
5.0617,-0.35799000000000003,0.44698000000000004,0.9986799999999999,-1
0.66018,10.3878,-1.4029,-3.9151,-1
4.4682,2.2907,0.9576600000000001,0.8305799999999999,-1
-1.3,10.2678,-2.9530000000000003,-5.8638,-1
1.8799,2.4707,2.4931,0.37671,-1
3.1541,-5.1711,6.5991,0.57455,-1
-3.73,-12.9723,12.9817,-2.6839999999999997,1
4.3848,-3.0729,3.0423,1.2741,-1
-3.9594,4.0289,-0.35845,-3.8957,1
-0.49948000000000004,1.7734,-2.2469,-0.68104,1
-1.0555,0.79459,-1.6968,-0.46768000000000004,1
-1.2943,2.6735,-0.84085,-2.0323,1
2.0153,0.43661000000000005,4.5864,-0.3151,-1
2.1526,-6.1665,8.0831,-0.34355,-1
0.39011999999999997,-0.14279,-0.031994,0.35084,1
1.4896,3.4288,-4.0309,-1.4259,1
2.1752,-0.8091,5.1022,-0.67975,-1
3.8832,6.4023,-2.432,-0.9836299999999999,-1
-1.7063,2.7956,-2.378,-2.3491,1
2.5698,-4.4076,5.9856,0.078002,-1
-4.9447,3.3005,1.063,-1.444,1
-3.0731,-0.53181,2.3877,0.77627,1
2.8084,11.3045,-3.3394,-4.4194,-1
