0.19081,9.1297,-3.725,-5.8224
4.7072,8.2957,-2.5605,-1.4905
-0.95923,0.091039,6.2204,-1.4828
3.3397,-4.6145,3.9823,-0.23751
0.3798,0.7098,0.7572,-0.4444
-1.682,-6.8121,7.1398,1.3323
0.2346,-4.5152,2.1195,1.4448
-0.62684,-6.301,4.7843,1.106
0.18868,0.70148,-0.51182,0.005589
-1.9551,-6.9756,5.5383,-0.12889
0.96574,8.393,-1.361,-1.4659
-1.6706,-2.09,1.584,0.71162
1.0009,7.7846,-0.28219,-2.6608
-1.5732,1.0636,-0.71232,-0.8388
-5.119,6.6486,-0.049987,-6.5206
-5.873,9.1752,-0.27448,-6.0422
1.3087,4.9228,2.0013,0.22024
-0.46651,2.3383,-2.9812,-1.0431
4.3684,9.6718,-3.9606,-3.1625
4.4338,9.887,-4.6795,-3.7483
4.8278,7.7598,-2.4491,-1.2216
2.4012,1.6223,3.0312,0.71679
0.80355,2.8473,4.3439,0.6017
-1.3907,-1.3781,2.3055,-0.021566
1.296,4.2855,-4.8457,-2.9013
1.8664,7.7763,-0.23849,-2.9634
3.4985,3.1639,0.22677,-0.1651
4.1197,-2.7956,2.0707,0.67412
0.98296,3.4226,-3.9692,-1.7116
-2.799,1.9679,-0.42357,-2.1125
4.9342,2.4107,-0.17594,1.6245
2.0843,6.6258,0.48382,-2.2134
-1.6162,0.80908,8.1628,0.60817
-1.7713,-10.7665,10.2184,-1.0043
2.9421,7.4101,-0.97709,-0.88406
-1.9423,0.3766,-1.2898,-0.82458
-3.4917,-12.1736,14.3689,-0.61639
1.6849,8.7489,-1.2641,-1.3858
-1.1306,1.8458,-1.3575,-1.3806
-0.95923,-6.7128,4.9857,0.32886
-3.5681,-8.213,10.083,0.96765
3.5829,1.4423,1.0219,1.4008
3.4893,6.69,-1.2042,-0.38751
5.0691,0.21313,0.20278,1.2095
2.5503,-4.9518,6.3729,-0.41596
3.3577,-4.3062,6.0241,0.18274
3.2051,8.6889,-2.9033,-0.7819
-5.4808,8.1819,0.27818,-5.0323
5.504,10.3671,-4.413,-4.0211
2.5331,2.9135,-0.822,-0.12243
-2.4941,3.5447,-1.3721,-2.8483
4.3064,8.2068,-2.7824,-1.4336
-0.78289,11.3603,-0.37644,-7.0495
1.6408,4.2503,-4.9023,-2.6621
-3.8073,-8.0971,10.1772,0.65084
5.8519,5.3905,-2.4037,-0.061652
-3.38,-0.7077,2.5325,0.71808
4.3239,-4.8835,3.4356,-0.5776
-0.64326,2.4748,-2.9452,-1.0276
0.76163,5.8209,1.1959,-0.64613
4.0715,7.6398,-2.0824,-1.1698
2.2928,9.0386,-3.2417,-1.2991
-0.70867,-5.5602,4.0483,0.903
0.25035,9.3262,-3.6873,-6.2543
4.7114,2.0755,-0.2702,1.2379
0.004054,0.62905,-0.64121,0.75817
0.11686,3.735,-4.4379,-4.3741
3.5499,8.6165,-3.2794,-1.2009
0.20977,-0.46146,7.7267,0.90946
5.1213,8.5565,-3.3917,-1.5474
-0.49081,2.8452,-3.6436,-3.1004
-0.70346,2.957,-3.5947,-3.1457
4.1038,-4.8069,3.3491,-0.49225
-1.7589,-6.4624,8.4773,0.31981
5.7823,5.5788,-2.4089,-0.056479
4.1711,8.722,-3.0224,-0.59699
-1.4628,-1.5706,2.4357,0.49826
0.1848,6.5079,2.0133,-0.87242
-0.2062,9.2207,-3.7044,-6.8103
-2.5463,3.1101,-0.83228,-3.0358
-2.4554,-9.0407,8.862,-0.86983
-2.0662,0.16967,-1.0054,-0.82975
-2.7914,1.7734,6.7756,-0.39915
-1.3274,9.498,2.4408,-5.2689
1.4578,-0.08485,4.1785,0.59136
3.6181,-3.7454,2.8273,-0.71208
3.7831,10.0526,-3.8869,-3.7366
-0.11996,6.8741,0.91995,-0.6694
-1.3946,2.3134,-0.44499,-1.4905
-0.87834,3.257,-3.6778,-3.2944
-2.484,12.1611,2.8204,-3.7418
-0.71494,-4.4448,2.2241,0.49826
0.60731,3.9544,-4.772,-4.4853
3.7982,10.423,-4.1602,-4.9728
5.8782,5.9409,-2.8544,-0.60863
-4.0214,-12.8006,15.6199,-0.95647
-2.3211,3.166,-1.0002,-2.7151
-5.2406,6.6258,-0.19908,-6.8607
3.7022,6.9942,-1.8511,-0.12889
3.9362,10.1622,-3.8235,-4.0172
1.2616,4.4303,-1.3335,-1.7517
0.27451,9.2186,-3.2863,-4.8448
-1.7101,-8.7903,7.9735,-0.45475
-1.8076,-8.8131,8.7086,-0.21682
-0.24811,-0.17797,4.9068,0.15429
-2.7028,1.6327,0.83598,-0.091393
2.0153,1.8479,3.1375,0.42843
3.6277,0.9829,0.68861,0.63403
-0.83535,0.80494,-1.6411,-0.19225
-0.60254,1.7237,-2.1501,-0.77027
-0.47465,-4.3496,1.9901,0.7517
4.0948,-2.9674,2.3689,0.75429
2.1274,5.1939,-1.7971,-1.1763
2.4527,2.9653,0.20021,-0.056479
-3.9172,2.6652,0.78886,-0.7819
4.0962,10.1891,-3.9323,-4.1827
0.72252,-0.053811,5.6703,-1.3509
-2.6864,-0.097265,0.61663,0.061192
-0.12196,8.8068,0.94566,-4.2267
-2.7083,-6.8266,7.5339,0.59007
-1.7263,-6.0237,5.2419,0.29524
-2.8619,4.5193,-0.58123,-4.2629
-2.5526,-7.3625,6.9255,-0.66811
0.33111,4.5731,2.057,-0.18967
-0.9854,-6.661,5.8245,0.5461
4.9294,0.27727,0.20792,0.33662
0.00312,-4.0061,1.7956,0.91722
1.1811,8.3847,-2.0567,-0.90345
0.94225,5.8561,1.8762,-0.32544
3.5257,1.2829,1.9276,1.7991
3.1836,7.2321,-1.0713,-2.5909
-0.63298,-5.1277,4.5624,1.4797
1.1472,3.5985,1.9387,-0.43406
0.84546,3.4826,-3.6307,-1.3961
4.8851,1.5995,-0.000291,1.6401
-1.5621,-2.2121,4.2591,0.27972
-2.4561,-4.5566,6.4534,-0.056479
3.0948,8.7324,-2.9007,-0.96682
1.8967,-2.5163,2.8093,-0.79742
-2.6989,12.1984,0.67661,-8.5482
-2.565,-5.7899,6.0122,0.046968
1.04,-6.9321,8.2888,-1.2991
-4.1479,7.1225,-0.083404,-6.4172
0.86816,10.2429,-1.4912,-4.0082
-2.9662,-10.3257,8.784,-2.1138
-4.3967,4.9601,-0.64892,-5.4719
-3.8826,4.898,-0.92311,-5.0801
2.6799,3.1349,0.34073,0.58489
1.7257,-4.4697,8.2219,-1.8073
2.4008,9.3593,-3.3565,-3.3526
4.8451,8.1116,-2.9512,-1.4724
0.21084,9.4359,-0.094543,-1.859
5.9374,6.1664,-2.5905,-0.36553
4.1927,-3.2674,2.5839,0.21766
-1.8343,-6.5907,5.6429,0.54998
4.4295,-2.3507,1.7048,0.90946
3.5761,9.7753,-3.9795,-3.4638
-0.76794,3.4598,-3.4405,-3.4276
3.4647,-3.9172,3.9746,0.36119
-1.3,10.2678,-2.953,-5.8638
-0.40951,-0.15521,0.060545,-0.088807
-2.2261,12.5398,2.9438,-3.5258
-2.343,12.9516,3.3285,-5.9426
1.3264,1.0326,5.6566,-0.41337
3.757,-5.4236,3.8255,-1.2526
1.1317,3.9647,3.3979,0.84351
-4.2859,8.5234,3.1392,-0.91639
-2.1234,1.1815,-0.55552,-0.81165
-2.9915,-6.6258,8.6521,1.8198
-2.9883,0.31245,0.45041,0.068951
-3.3924,3.3564,-0.72004,-3.5233
5.7456,10.1808,-4.7857,-4.3366
-1.3971,3.3191,-1.3927,-1.9948
0.53936,3.8944,-4.8166,-4.3418
4.5645,-3.6275,2.8684,0.27714
-3.6961,-13.6779,17.5795,-2.6181
-4.6338,-12.7509,16.7166,-3.2168
2.0962,2.4769,1.9379,-0.040962
-2.3797,-1.4402,1.1273,0.16076
-3.6053,-5.974,10.0916,-0.82846
-1.1859,-1.2519,2.2635,0.77239
-3.0201,-0.67253,2.7056,0.85774
-0.092194,0.39315,-0.32846,-0.13794
-2.902,-7.6563,11.8318,-0.84268
