0.77765,5.9781,1.1941,-0.3526
-0.3481,-0.38696,-0.47841,0.62627
-3.0265,-0.062088,0.68604,-0.055186
2.8969,0.70768,2.29,1.8663
4.3634,0.46351,1.4281,2.0202
-1.5252,-6.2534,5.3524,0.59912
4.5447,8.2274,-2.4166,-1.5875
-6.651,6.7934,0.68604,-7.5887
-4.5531,-12.5854,15.4417,-1.4983
1.9265,7.7557,-0.16823,-3.0771
0.051979,7.0521,-2.0541,-3.1508
4.8906,-3.3584,3.4202,1.0905
-0.10648,-0.76771,7.7575,0.64179
4.2772,2.4955,0.48554,0.36119
-4.0173,-8.3123,12.4547,-1.4375
-0.36506,2.8928,-3.6461,-3.0603
-0.023579,7.1742,0.78457,-0.75734
-3.1273,-7.1121,11.3897,-0.083634
-5.0676,-5.1877,10.4266,-0.86725
3.1377,-4.1096,4.5701,0.98963
4.3435,3.3295,0.83598,0.64955
0.38478,6.5989,-0.3336,-0.56466
-2.286,-5.4484,5.8039,0.88231
3.359,9.8022,-3.8209,-3.7133
-2.4621,2.7645,-0.62578,-2.8573
-0.13144,-1.7775,8.3316,0.35214
3.5152,6.8224,-0.67377,-0.46898
-2.3898,-0.78427,3.0141,0.76205
-0.38214,8.3909,2.1624,-3.7405
4.9249,0.68906,0.77344,1.2095
-2.8829,3.8964,-0.1888,-1.1672
-1.1391,1.8127,6.9144,0.70127
-0.036127,1.525,-1.4089,-0.76121
-6.3364,9.2848,0.014275,-6.7844
5.4188,10.1457,-4.084,-3.6991
-1.5322,-5.0966,6.6779,0.17498
6.0919,2.9673,-1.3267,1.4551
3.6582,5.6864,-1.7157,-0.23751
3.1219,-3.137,1.9259,-0.37458
-0.048008,-0.56078,7.7215,0.453
-3.7244,1.9037,-0.035421,-2.5095
-2.41,3.7433,-0.40215,-1.2953
2.8672,10.0008,-3.2049,-3.1095
2.1881,2.7356,1.3278,-0.1832
1.934,-0.000009,4.816,-0.33967
-2.0285,3.8468,-0.63435,-1.175
4.6054,-4.0765,2.7587,0.31981
3.7635,2.7811,0.66119,0.34179
2.9543,1.076,0.64577,0.89394
2.3969,0.23589,4.8477,1.437
1.0117,0.9022,-2.3506,0.42714
2.4235,9.5332,-3.0789,-2.7746
0.3292,-4.4552,4.5718,-0.9888
-2.4365,3.6026,-1.4166,-2.8948
-2.1979,-2.1252,1.7151,0.45171
2.5559,3.3605,2.0321,0.26809
1.0607,2.4542,2.5188,-0.17027
1.762,4.3682,2.1384,0.75429
3.9382,0.9291,0.78543,0.6767
2.6946,6.7976,-0.40301,0.44912
1.3419,-4.4221,8.09,-1.7349
-1.5449,-10.1498,9.6152,-1.2332
1.2279,4.0309,-4.6435,-3.9125
4.6499,7.6336,-1.9427,-0.37458
1.7939,-1.1174,1.5454,-0.26079
-0.91718,9.9884,1.1804,-5.2263
-3.9934,5.8333,0.54723,-4.9379
-2.62,-6.8555,6.2169,-0.62285
-0.77461,-1.8768,2.4023,1.1319
-1.2846,3.2715,-1.7671,-3.2608
3.4359,0.66216,2.1041,1.8922
0.9297,-3.7971,4.6429,-0.2957
1.8994,0.97462,4.2265,0.81377
-1.8554,-9.6035,7.7764,-0.97716
1.2309,3.8923,-4.8277,-4.0069
-2.7143,11.4535,2.1092,-3.9629
0.83625,1.1071,-2.4706,-0.062945
4.3846,-4.8794,3.3662,-0.029324
-0.77288,-7.4473,6.492,0.36119
1.1558,6.4003,1.5506,0.6961
1.1588,8.9331,-2.0807,-1.1272
-3.2305,-7.2135,11.6433,-0.94613
2.3925,9.798,-3.0361,-2.8224
0.040498,8.5234,1.4461,-3.9306
4.3398,-5.3036,3.8803,-0.70432
0.87256,9.2931,-0.7843,-2.1978
3.4465,2.9508,1.0271,0.5461
0.86736,5.5643,1.6765,-0.16769
-4.211,-12.4736,14.9704,-1.3884
-5.525,6.3258,0.89768,-6.6241
-3.1875,-7.5756,11.8678,-0.57889
-2.0545,-10.8679,9.4926,-1.4116
1.8592,3.2074,-0.15966,-0.26208
0.52855,0.96427,4.0243,-1.0483
3.9294,1.4112,1.8076,0.89782
-3.7747,2.5162,0.83341,-0.30993
-3.2238,2.7935,0.32274,-0.86078
-4.5046,-5.8126,10.8867,-0.52846
4.7181,10.0153,-3.9486,-3.8582
-1.0802,2.1996,-2.5862,-1.2759
-4.244,-13.0634,17.1116,-2.8017
-3.0193,1.7775,0.73745,-0.45346
-1.4094,-2.1252,-0.10397,-0.19225
0.3292,-4.4552,4.5718,-0.9888
3.5127,2.9073,1.0579,0.40774
-1.0744,-6.3113,5.355,0.80472
-1.6514,-8.4985,9.1122,1.2379
1.9429,6.3961,0.092248,0.58102
